listing_id,title,description,price,bedrooms,bathrooms,property_type,address,city,latitude,longitude,posting_date,furnished,lease_term,deposit_amount,payment_method_text,contact_type
12389,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1067,3,1,apartment,288 Main St,Toronto,43.789582,-79.448128,2026-01-19,1,month-to-month,0,cash,agent
12390,Affordable Room,Near subway and shopping.,2935,4,3,house,713 Main St,Toronto,43.799693,-79.208901,2025-09-29,0,6 months,1500,gift card,owner
12391,Downtown Condo,Ideal for students and professionals.,3059,4,3,basement,683 Main St,Toronto,43.624616,-79.534843,2025-08-02,1,6 months,500,e-transfer,agent
12392,Downtown Condo,Bright unit close to transit.,3500,2,2,apartment,52 Main St,Toronto,43.780501,-79.218054,2025-08-12,1,6 months,1000,e-transfer,owner
12393,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1156,4,2,house,124 Main St,Toronto,43.60409,-79.597935,2026-01-05,0,6 months,1500,e-transfer,agent
12394,Spacious Basement Unit,Bright unit close to transit.,2286,1,3,house,310 Main St,Toronto,43.777373,-79.466779,2025-09-24,0,6 months,1500,wire,agent
12395,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2244,3,3,house,108 Main St,Toronto,43.728808,-79.429722,2026-01-24,0,1 year,1500,wire,agent
12396,Beautiful Apartment for Rent,Ideal for students and professionals.,1472,2,1,house,184 Main St,Toronto,43.760205,-79.467698,2025-10-16,1,month-to-month,1500,gift card,agent
12397,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1270,0,1,apartment,178 Main St,Toronto,43.736704,-79.361245,2025-11-08,0,6 months,1500,gift card,owner
12398,Spacious Basement Unit,Bright unit close to transit.,1733,3,3,basement,699 Main St,Toronto,43.70894,-79.517032,2025-10-01,0,1 year,1000,wire,agent
12399,Downtown Condo,Ideal for students and professionals.,2022,4,1,basement,290 Main St,Toronto,43.68668,-79.225666,2025-09-21,0,month-to-month,1500,gift card,agent
12400,Beautiful Apartment for Rent,Ideal for students and professionals.,3161,1,3,apartment,179 Main St,Toronto,43.721816,-79.484396,2025-12-03,1,month-to-month,1000,e-transfer,owner
12401,Affordable Room,Near subway and shopping.,2741,3,1,house,490 Main St,Toronto,43.779439,-79.411274,2025-10-29,0,1 year,1000,gift card,owner
12402,Downtown Condo,"Recently renovated, quiet neighborhood.",1079,3,1,basement,505 Main St,Toronto,43.655979,-79.438633,2025-11-04,0,6 months,500,cash,owner
12403,Downtown Condo,Near subway and shopping.,1994,1,3,apartment,564 Main St,Toronto,43.676372,-79.553269,2025-11-21,0,month-to-month,0,gift card,agent
12404,Affordable Room,Bright unit close to transit.,1958,4,3,basement,400 Main St,Toronto,43.664058,-79.353591,2025-11-17,1,6 months,1000,e-transfer,owner
12405,Affordable Room,"Recently renovated, quiet neighborhood.",945,3,2,apartment,764 Main St,Toronto,43.759106,-79.317377,2026-01-17,0,1 year,500,wire,agent
12406,Downtown Condo,"Recently renovated, quiet neighborhood.",1173,4,1,apartment,66 Main St,Toronto,43.650167,-79.257029,2025-10-16,0,month-to-month,500,gift card,agent
12407,Downtown Condo,Ideal for students and professionals.,1673,3,3,basement,668 Main St,Toronto,43.669605,-79.434812,2025-11-27,0,6 months,1000,e-transfer,owner
12408,Affordable Room,Near subway and shopping.,989,2,3,basement,186 Main St,Toronto,43.686936,-79.215108,2025-12-15,1,1 year,1500,wire,agent
12409,Spacious Basement Unit,Bright unit close to transit.,1958,4,2,apartment,922 Main St,Toronto,43.609647,-79.545104,2025-12-06,0,1 year,1500,cash,owner
12410,Downtown Condo,"Recently renovated, quiet neighborhood.",969,1,1,house,582 Main St,Toronto,43.782312,-79.415499,2025-12-30,0,6 months,1000,cash,owner
12411,Affordable Room,Ideal for students and professionals.,2689,4,1,house,363 Main St,Toronto,43.743434,-79.464506,2025-12-12,0,6 months,0,cash,agent
12412,Affordable Room,"Recently renovated, quiet neighborhood.",2582,4,2,house,979 Main St,Toronto,43.667241,-79.532107,2025-08-19,0,1 year,0,wire,agent
12413,Beautiful Apartment for Rent,Bright unit close to transit.,1747,4,2,house,378 Main St,Toronto,43.688817,-79.286647,2025-08-14,0,6 months,1500,e-transfer,owner
12414,Spacious Basement Unit,Bright unit close to transit.,2437,0,1,house,836 Main St,Toronto,43.732355,-79.243478,2025-12-09,1,6 months,500,wire,owner
12415,Affordable Room,Near subway and shopping.,2558,4,1,basement,875 Main St,Toronto,43.683058,-79.476076,2025-11-25,0,1 year,1000,cash,agent
12416,Spacious Basement Unit,Near subway and shopping.,943,3,1,apartment,818 Main St,Toronto,43.730761,-79.260818,2025-11-05,0,6 months,1500,wire,agent
12417,Downtown Condo,Bright unit close to transit.,3229,2,1,house,991 Main St,Toronto,43.65708,-79.536044,2025-12-28,1,1 year,500,e-transfer,agent
12418,Downtown Condo,Bright unit close to transit.,3162,0,2,house,478 Main St,Toronto,43.792203,-79.50119,2025-08-04,0,month-to-month,0,e-transfer,owner
12419,Beautiful Apartment for Rent,Near subway and shopping.,2792,0,3,house,138 Main St,Toronto,43.618017,-79.406921,2025-09-04,1,month-to-month,0,e-transfer,agent
12420,Downtown Condo,"Recently renovated, quiet neighborhood.",1953,0,1,apartment,958 Main St,Toronto,43.674026,-79.533153,2025-09-08,1,1 year,0,cash,owner
12421,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2371,0,1,basement,146 Main St,Toronto,43.729124,-79.416043,2025-12-08,0,month-to-month,0,cash,agent
12422,Beautiful Apartment for Rent,Near subway and shopping.,2013,4,2,apartment,570 Main St,Toronto,43.735186,-79.462574,2026-01-25,1,1 year,500,cash,agent
12423,Beautiful Apartment for Rent,Bright unit close to transit.,2141,4,1,apartment,185 Main St,Toronto,43.698087,-79.346021,2025-10-05,1,1 year,0,cash,agent
12424,Affordable Room,Near subway and shopping.,1567,2,1,basement,350 Main St,Toronto,43.73502,-79.306611,2025-10-18,1,1 year,0,e-transfer,owner
12425,Downtown Condo,Bright unit close to transit.,2835,4,2,basement,404 Main St,Toronto,43.737128,-79.254311,2025-08-12,1,6 months,500,wire,agent
12426,Downtown Condo,Bright unit close to transit.,2828,4,1,apartment,372 Main St,Toronto,43.737959,-79.517035,2025-09-07,1,month-to-month,500,cash,owner
12427,Affordable Room,Near subway and shopping.,1612,0,1,apartment,319 Main St,Toronto,43.712461,-79.505541,2025-09-25,0,month-to-month,1000,cash,agent
12428,Downtown Condo,"Recently renovated, quiet neighborhood.",3028,0,3,house,727 Main St,Toronto,43.601846,-79.344522,2025-08-17,1,1 year,1500,cash,agent
12429,Affordable Room,"Recently renovated, quiet neighborhood.",3003,0,1,basement,966 Main St,Toronto,43.663643,-79.52465,2025-08-09,1,1 year,500,e-transfer,owner
12430,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2683,1,3,house,967 Main St,Toronto,43.740175,-79.281794,2025-11-02,1,6 months,1000,e-transfer,owner
12431,Spacious Basement Unit,Ideal for students and professionals.,1111,0,3,house,367 Main St,Toronto,43.657629,-79.340614,2025-09-13,1,6 months,0,wire,owner
12432,Beautiful Apartment for Rent,Ideal for students and professionals.,1102,1,1,basement,5 Main St,Toronto,43.668949,-79.544919,2025-12-16,0,month-to-month,1500,e-transfer,agent
12433,Downtown Condo,Bright unit close to transit.,1917,4,1,apartment,770 Main St,Toronto,43.605931,-79.451768,2025-10-22,1,1 year,1000,gift card,owner
12434,Downtown Condo,Bright unit close to transit.,1376,2,3,house,916 Main St,Toronto,43.627729,-79.406111,2025-09-22,0,1 year,500,cash,owner
12435,Downtown Condo,Near subway and shopping.,2719,1,3,apartment,246 Main St,Toronto,43.725358,-79.502342,2025-08-19,0,6 months,500,e-transfer,owner
12436,Spacious Basement Unit,Bright unit close to transit.,1117,1,1,apartment,803 Main St,Toronto,43.725256,-79.200058,2025-10-26,0,6 months,1500,gift card,agent
12437,Spacious Basement Unit,Ideal for students and professionals.,2858,3,1,house,816 Main St,Toronto,43.644898,-79.54331,2025-12-12,1,month-to-month,0,gift card,owner
12438,Beautiful Apartment for Rent,Ideal for students and professionals.,1003,4,2,basement,45 Main St,Toronto,43.707411,-79.535013,2025-12-13,1,month-to-month,500,cash,owner
12439,Downtown Condo,Ideal for students and professionals.,3468,2,2,house,65 Main St,Toronto,43.795329,-79.276072,2025-08-24,0,1 year,1000,cash,agent
12440,Downtown Condo,Near subway and shopping.,1074,4,1,house,846 Main St,Toronto,43.608588,-79.336948,2025-08-23,0,1 year,0,wire,agent
12441,Spacious Basement Unit,Near subway and shopping.,3268,4,3,basement,812 Main St,Toronto,43.650927,-79.520472,2025-09-24,0,6 months,500,wire,owner
12442,Downtown Condo,Bright unit close to transit.,2387,3,3,apartment,695 Main St,Toronto,43.787848,-79.255289,2025-10-03,0,6 months,1000,wire,owner
12443,Beautiful Apartment for Rent,Ideal for students and professionals.,2735,4,2,basement,594 Main St,Toronto,43.799813,-79.392762,2025-10-24,1,1 year,500,gift card,agent
12444,Affordable Room,Bright unit close to transit.,3061,3,1,basement,612 Main St,Toronto,43.727163,-79.526673,2025-09-10,1,1 year,0,gift card,agent
12445,Downtown Condo,Near subway and shopping.,3384,0,3,basement,4 Main St,Toronto,43.716949,-79.55399,2025-09-19,0,1 year,0,gift card,owner
12446,Beautiful Apartment for Rent,Bright unit close to transit.,2366,4,1,apartment,555 Main St,Toronto,43.733817,-79.503544,2025-10-02,0,month-to-month,1000,gift card,owner
12447,Affordable Room,"Recently renovated, quiet neighborhood.",3319,0,3,apartment,742 Main St,Toronto,43.719941,-79.503068,2025-09-26,0,1 year,1500,cash,owner
12448,Downtown Condo,"Recently renovated, quiet neighborhood.",3088,2,1,apartment,312 Main St,Toronto,43.735959,-79.590444,2025-08-17,1,1 year,1000,e-transfer,agent
12449,Affordable Room,Bright unit close to transit.,1459,0,1,basement,532 Main St,Toronto,43.795108,-79.581626,2026-01-28,0,6 months,500,cash,agent
12450,Affordable Room,Bright unit close to transit.,2862,3,3,house,67 Main St,Toronto,43.786631,-79.596653,2025-10-20,1,6 months,1000,cash,owner
12451,Beautiful Apartment for Rent,Near subway and shopping.,1255,2,3,basement,786 Main St,Toronto,43.669856,-79.327741,2025-08-23,1,month-to-month,0,e-transfer,agent
12452,Downtown Condo,Near subway and shopping.,957,2,1,house,722 Main St,Toronto,43.664578,-79.396494,2025-12-21,1,6 months,0,e-transfer,agent
12453,Beautiful Apartment for Rent,Near subway and shopping.,3230,1,2,basement,644 Main St,Toronto,43.709829,-79.583308,2025-11-04,0,1 year,1500,gift card,owner
12454,Spacious Basement Unit,Near subway and shopping.,2108,3,3,house,120 Main St,Toronto,43.64084,-79.483235,2025-08-10,0,month-to-month,1000,cash,owner
12455,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1844,4,2,house,719 Main St,Toronto,43.714287,-79.217338,2025-12-21,1,6 months,0,e-transfer,owner
12456,Downtown Condo,Near subway and shopping.,1300,0,1,apartment,667 Main St,Toronto,43.747395,-79.410118,2025-10-21,0,month-to-month,0,gift card,agent
12457,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2392,2,2,house,290 Main St,Toronto,43.729504,-79.395838,2025-11-20,0,1 year,500,e-transfer,owner
12458,Spacious Basement Unit,Near subway and shopping.,1690,0,1,basement,448 Main St,Toronto,43.605615,-79.325808,2025-12-20,0,1 year,500,wire,agent
12459,Downtown Condo,Near subway and shopping.,3192,1,2,basement,423 Main St,Toronto,43.719089,-79.565926,2025-11-03,1,6 months,1000,e-transfer,agent
12460,Spacious Basement Unit,Bright unit close to transit.,2601,0,3,basement,21 Main St,Toronto,43.693625,-79.205004,2025-11-12,1,month-to-month,0,gift card,owner
12461,Spacious Basement Unit,Ideal for students and professionals.,2265,4,1,apartment,957 Main St,Toronto,43.788765,-79.31738,2025-11-16,0,6 months,1500,gift card,owner
12462,Affordable Room,Near subway and shopping.,1690,3,1,apartment,473 Main St,Toronto,43.733792,-79.407537,2025-11-21,0,1 year,1000,e-transfer,owner
12463,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2639,2,3,apartment,176 Main St,Toronto,43.757162,-79.324284,2025-10-15,0,6 months,0,wire,owner
12464,Spacious Basement Unit,Near subway and shopping.,2065,4,1,house,818 Main St,Toronto,43.738505,-79.529693,2025-11-27,1,month-to-month,1500,e-transfer,agent
12465,Spacious Basement Unit,Ideal for students and professionals.,2527,2,3,apartment,20 Main St,Toronto,43.653236,-79.262501,2025-11-03,0,6 months,1500,cash,agent
12466,Spacious Basement Unit,Near subway and shopping.,1118,1,2,house,607 Main St,Toronto,43.72419,-79.393555,2026-01-29,0,1 year,1000,e-transfer,owner
12467,Affordable Room,"Recently renovated, quiet neighborhood.",2184,4,3,apartment,383 Main St,Toronto,43.610179,-79.490566,2026-01-11,1,month-to-month,500,e-transfer,owner
12468,Spacious Basement Unit,Near subway and shopping.,3234,4,2,apartment,87 Main St,Toronto,43.611969,-79.291724,2025-10-15,0,6 months,500,cash,owner
12469,Beautiful Apartment for Rent,Near subway and shopping.,1797,3,3,basement,313 Main St,Toronto,43.745917,-79.333825,2025-10-09,1,1 year,500,gift card,agent
12470,Beautiful Apartment for Rent,Near subway and shopping.,853,1,2,house,492 Main St,Toronto,43.721392,-79.308245,2026-01-19,1,1 year,1000,gift card,owner
12471,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2986,0,2,house,101 Main St,Toronto,43.785197,-79.526882,2025-08-29,1,1 year,1000,wire,owner
12472,Downtown Condo,"Recently renovated, quiet neighborhood.",2868,4,1,basement,828 Main St,Toronto,43.772092,-79.519658,2025-12-07,1,1 year,0,e-transfer,owner
12473,Beautiful Apartment for Rent,Near subway and shopping.,2693,4,3,house,480 Main St,Toronto,43.758136,-79.204468,2025-09-26,0,1 year,1000,e-transfer,agent
12474,Downtown Condo,Ideal for students and professionals.,1883,0,1,apartment,657 Main St,Toronto,43.722574,-79.569053,2026-01-22,1,1 year,1500,wire,owner
12475,Spacious Basement Unit,Bright unit close to transit.,2559,1,1,house,40 Main St,Toronto,43.773339,-79.440803,2025-10-27,1,month-to-month,1000,gift card,owner
12476,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",1533,3,1,house,693 Main St,Toronto,43.650484,-79.375065,2025-09-04,0,month-to-month,1000,e-transfer,owner
12477,Beautiful Apartment for Rent,Bright unit close to transit.,914,3,1,house,198 Main St,Toronto,43.784167,-79.355191,2025-11-10,1,month-to-month,0,gift card,owner
12478,Downtown Condo,"Recently renovated, quiet neighborhood.",1915,0,2,basement,520 Main St,Toronto,43.776509,-79.382988,2025-09-08,0,month-to-month,1500,gift card,owner
12479,Beautiful Apartment for Rent,Bright unit close to transit.,2167,1,3,house,98 Main St,Toronto,43.627144,-79.244576,2025-09-09,1,1 year,500,cash,agent
12480,Spacious Basement Unit,Near subway and shopping.,1543,0,2,basement,933 Main St,Toronto,43.62945,-79.430979,2025-09-20,0,6 months,1500,cash,agent
12481,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",842,3,1,house,985 Main St,Toronto,43.742458,-79.282205,2025-09-27,1,1 year,500,e-transfer,agent
12482,Affordable Room,"Recently renovated, quiet neighborhood.",1324,1,1,apartment,726 Main St,Toronto,43.738208,-79.42303,2026-01-09,0,month-to-month,500,wire,agent
12483,Beautiful Apartment for Rent,Ideal for students and professionals.,3461,2,3,apartment,936 Main St,Toronto,43.707387,-79.409619,2025-08-17,1,month-to-month,0,e-transfer,agent
12484,Downtown Condo,Ideal for students and professionals.,1272,4,2,basement,952 Main St,Toronto,43.609299,-79.214852,2025-11-16,0,6 months,500,wire,owner
12485,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",1626,2,1,basement,695 Main St,Toronto,43.704988,-79.570896,2025-08-20,0,1 year,1500,wire,agent
12486,Downtown Condo,Near subway and shopping.,1401,0,1,apartment,113 Main St,Toronto,43.785442,-79.506085,2026-01-14,1,month-to-month,1000,cash,agent
12487,Beautiful Apartment for Rent,Bright unit close to transit.,2556,4,3,house,283 Main St,Toronto,43.764156,-79.240414,2025-10-04,1,month-to-month,1000,wire,agent
12488,Beautiful Apartment for Rent,Near subway and shopping.,1424,3,2,house,571 Main St,Toronto,43.779538,-79.589754,2025-08-06,1,6 months,0,gift card,agent
12489,Beautiful Apartment for Rent,Bright unit close to transit.,2542,0,3,apartment,356 Main St,Toronto,43.749975,-79.573633,2026-01-22,1,1 year,1500,gift card,owner
12490,Spacious Basement Unit,Ideal for students and professionals.,1284,0,2,house,441 Main St,Toronto,43.65117,-79.208152,2025-08-09,1,1 year,0,wire,agent
12491,Downtown Condo,Bright unit close to transit.,2422,4,3,apartment,336 Main St,Toronto,43.617552,-79.550224,2026-01-06,1,1 year,0,e-transfer,owner
12492,Affordable Room,Ideal for students and professionals.,1210,4,1,house,60 Main St,Toronto,43.700626,-79.559366,2025-09-01,0,month-to-month,1500,wire,owner
12493,Affordable Room,Bright unit close to transit.,2010,3,2,house,825 Main St,Toronto,43.70337,-79.215122,2025-09-06,1,6 months,1500,e-transfer,owner
12494,Downtown Condo,Near subway and shopping.,2675,0,2,house,47 Main St,Toronto,43.69257,-79.41021,2025-09-03,0,month-to-month,1000,e-transfer,owner
12495,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3009,4,1,house,246 Main St,Toronto,43.623817,-79.453689,2025-10-11,1,6 months,0,gift card,owner
12496,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2425,3,2,house,133 Main St,Toronto,43.721564,-79.21742,2025-12-29,0,1 year,500,cash,agent
12497,Spacious Basement Unit,Bright unit close to transit.,2030,1,3,apartment,549 Main St,Toronto,43.677158,-79.578207,2025-08-14,1,1 year,1500,wire,agent
12498,Spacious Basement Unit,Ideal for students and professionals.,2693,0,2,basement,97 Main St,Toronto,43.601328,-79.501258,2025-12-07,1,6 months,1000,e-transfer,owner
12499,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2449,1,2,house,489 Main St,Toronto,43.711278,-79.472909,2025-10-25,1,month-to-month,500,cash,owner
12500,Spacious Basement Unit,Ideal for students and professionals.,1715,0,3,basement,950 Main St,Toronto,43.745908,-79.352262,2025-11-21,0,month-to-month,1500,cash,owner
12501,Downtown Condo,"Recently renovated, quiet neighborhood.",3496,3,2,apartment,253 Main St,Toronto,43.637346,-79.308949,2026-01-10,0,month-to-month,500,gift card,owner
12502,Spacious Basement Unit,Bright unit close to transit.,2270,4,3,house,305 Main St,Toronto,43.614924,-79.432076,2025-09-16,1,6 months,500,cash,owner
12503,Beautiful Apartment for Rent,Ideal for students and professionals.,3150,4,2,basement,609 Main St,Toronto,43.695572,-79.476766,2025-12-11,1,month-to-month,500,gift card,agent
12504,Spacious Basement Unit,Ideal for students and professionals.,3041,4,1,house,918 Main St,Toronto,43.637631,-79.540967,2025-12-30,0,6 months,500,e-transfer,owner
12505,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",2947,4,3,basement,285 Main St,Toronto,43.718097,-79.535415,2025-09-02,1,6 months,1500,gift card,owner
12506,Spacious Basement Unit,Ideal for students and professionals.,2453,4,3,house,286 Main St,Toronto,43.641197,-79.475729,2025-11-13,1,1 year,1500,gift card,owner
12507,Downtown Condo,Ideal for students and professionals.,1398,2,3,apartment,159 Main St,Toronto,43.744932,-79.248301,2025-12-10,1,1 year,1500,wire,owner
12508,Beautiful Apartment for Rent,Near subway and shopping.,1841,0,2,basement,340 Main St,Toronto,43.673684,-79.430914,2026-01-28,1,6 months,1000,gift card,agent
12509,Downtown Condo,Bright unit close to transit.,2273,3,3,house,434 Main St,Toronto,43.613851,-79.261979,2025-08-25,0,6 months,0,cash,owner
12510,Spacious Basement Unit,Bright unit close to transit.,3270,3,3,basement,351 Main St,Toronto,43.628063,-79.436539,2026-01-09,1,1 year,0,cash,agent
12511,Affordable Room,"Recently renovated, quiet neighborhood.",3385,2,2,basement,789 Main St,Toronto,43.640764,-79.20097,2025-08-11,1,month-to-month,1000,wire,agent
12512,Downtown Condo,Bright unit close to transit.,1247,4,2,basement,201 Main St,Toronto,43.714889,-79.387213,2025-12-18,1,6 months,500,wire,owner
12513,Downtown Condo,Bright unit close to transit.,1957,1,1,basement,8 Main St,Toronto,43.666727,-79.490717,2026-01-08,0,1 year,1500,cash,agent
12514,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",2834,4,2,apartment,532 Main St,Toronto,43.799549,-79.5689,2026-01-22,0,6 months,1000,wire,agent
12515,Spacious Basement Unit,Bright unit close to transit.,3034,2,1,apartment,665 Main St,Toronto,43.654619,-79.215751,2025-10-17,1,month-to-month,500,gift card,agent
12516,Beautiful Apartment for Rent,Near subway and shopping.,2929,1,3,house,780 Main St,Toronto,43.785066,-79.486201,2025-11-11,0,1 year,1500,cash,owner
12517,Spacious Basement Unit,Ideal for students and professionals.,1233,4,2,house,241 Main St,Toronto,43.703767,-79.219101,2025-10-20,1,month-to-month,1000,gift card,agent
12518,Beautiful Apartment for Rent,Bright unit close to transit.,2715,2,2,apartment,515 Main St,Toronto,43.682051,-79.425831,2025-10-11,1,month-to-month,0,gift card,owner
12519,Downtown Condo,Bright unit close to transit.,2735,4,1,house,335 Main St,Toronto,43.718013,-79.491534,2025-09-19,0,6 months,1500,gift card,agent
12520,Downtown Condo,Bright unit close to transit.,2253,1,2,basement,304 Main St,Toronto,43.634035,-79.57708,2025-09-09,0,month-to-month,1000,cash,agent
12521,Downtown Condo,Near subway and shopping.,911,3,3,basement,16 Main St,Toronto,43.760759,-79.322457,2025-09-20,0,1 year,1000,gift card,owner
12522,Downtown Condo,Bright unit close to transit.,1510,0,2,house,21 Main St,Toronto,43.795229,-79.445126,2025-12-24,0,1 year,1500,wire,agent
12523,Downtown Condo,Ideal for students and professionals.,2407,1,3,basement,532 Main St,Toronto,43.661225,-79.395138,2025-11-26,1,6 months,500,cash,owner
12524,Beautiful Apartment for Rent,Bright unit close to transit.,2194,2,1,apartment,227 Main St,Toronto,43.698515,-79.448212,2025-12-30,1,month-to-month,500,e-transfer,owner
12525,Beautiful Apartment for Rent,Near subway and shopping.,2217,2,2,apartment,323 Main St,Toronto,43.695743,-79.247229,2025-08-21,0,6 months,0,wire,owner
12526,Downtown Condo,Bright unit close to transit.,2285,0,3,apartment,823 Main St,Toronto,43.728615,-79.56768,2025-10-30,0,month-to-month,1000,wire,owner
12527,Downtown Condo,Near subway and shopping.,1015,4,2,house,628 Main St,Toronto,43.772669,-79.483267,2025-09-10,1,month-to-month,0,e-transfer,agent
12528,Beautiful Apartment for Rent,Ideal for students and professionals.,2227,4,3,basement,722 Main St,Toronto,43.783128,-79.548694,2025-11-25,0,month-to-month,1000,wire,agent
12529,Beautiful Apartment for Rent,Bright unit close to transit.,2503,3,1,apartment,666 Main St,Toronto,43.791079,-79.321569,2025-10-24,0,6 months,1000,e-transfer,owner
12530,Downtown Condo,Ideal for students and professionals.,1239,3,2,apartment,455 Main St,Toronto,43.749915,-79.267561,2025-11-18,1,6 months,1500,gift card,agent
12531,Spacious Basement Unit,"Recently renovated, quiet neighborhood.",3373,3,3,apartment,166 Main St,Toronto,43.647516,-79.443439,2025-08-09,0,month-to-month,1000,cash,agent
12532,Spacious Basement Unit,Near subway and shopping.,1549,4,2,basement,175 Main St,Toronto,43.74718,-79.519535,2025-10-11,1,1 year,1500,e-transfer,owner
12533,Beautiful Apartment for Rent,Bright unit close to transit.,3446,3,1,apartment,921 Main St,Toronto,43.660497,-79.566207,2025-12-07,1,6 months,500,gift card,owner
12534,Affordable Room,Ideal for students and professionals.,3462,4,2,house,344 Main St,Toronto,43.621973,-79.564729,2025-11-24,0,month-to-month,1500,cash,owner
12535,Spacious Basement Unit,Bright unit close to transit.,1068,3,3,apartment,352 Main St,Toronto,43.76407,-79.455007,2025-09-25,1,6 months,1500,wire,agent
12536,Downtown Condo,"Recently renovated, quiet neighborhood.",3371,0,3,basement,983 Main St,Toronto,43.652667,-79.490353,2025-10-19,1,1 year,500,e-transfer,owner
12537,Affordable Room,Bright unit close to transit.,3021,4,2,basement,516 Main St,Toronto,43.752685,-79.599978,2025-11-14,1,month-to-month,1500,e-transfer,owner
12538,Beautiful Apartment for Rent,"Recently renovated, quiet neighborhood.",3151,4,3,basement,45 Main St,Toronto,43.758023,-79.219301,2025-09-07,0,1 year,1500,gift card,agent
12539,Affordable Room,"Recently renovated, quiet neighborhood.",3370,4,1,house,894 Main St,Toronto,43.748594,-79.466881,2025-09-06,1,6 months,1500,gift card,owner
12540,Beautiful Apartment for Rent,Bright unit close to transit.,3145,3,3,basement,53 Main St,Toronto,43.659936,-79.430918,2025-12-10,1,6 months,500,e-transfer,owner
12541,Beautiful Apartment for Rent,Near subway and shopping.,2746,4,2,apartment,631 Main St,Toronto,43.656322,-79.21787,2025-11-05,1,6 months,1500,e-transfer,agent
12542,Spacious Basement Unit,Bright unit close to transit.,2136,0,2,apartment,990 Main St,Toronto,43.672091,-79.204587,2025-10-17,0,1 year,0,cash,owner
12543,Affordable Room,Ideal for students and professionals.,3441,2,3,apartment,720 Main St,Toronto,43.678817,-79.417273,2025-09-24,1,6 months,0,wire,owner
12544,Spacious Basement Unit,Bright unit close to transit.,2920,0,1,apartment,585 Main St,Toronto,43.627807,-79.576077,2025-08-06,1,month-to-month,0,e-transfer,owner
12545,Downtown Condo,Bright unit close to transit.,898,4,1,apartment,787 Main St,Toronto,43.679829,-79.339943,2025-09-23,1,6 months,500,gift card,agent
12546,Spacious Basement Unit,Bright unit close to transit.,3222,0,1,apartment,999 Main St,Toronto,43.792781,-79.279305,2025-12-15,0,6 months,1500,e-transfer,agent
12547,Downtown Condo,"Recently renovated, quiet neighborhood.",2986,1,3,basement,112 Main St,Toronto,43.770517,-79.53841,2025-08-21,0,month-to-month,0,gift card,owner
12548,Downtown Condo,Near subway and shopping.,1385,2,3,house,375 Main St,Toronto,43.754123,-79.343475,2026-01-20,1,month-to-month,1000,gift card,agent
12549,Spacious Basement Unit,Near subway and shopping.,2775,1,2,basement,6 Main St,Toronto,43.6688,-79.35354,2025-09-27,0,month-to-month,1500,wire,owner
12550,Beautiful Apartment for Rent,Bright unit close to transit.,3283,1,2,basement,657 Main St,Toronto,43.729903,-79.273044,2025-09-14,1,month-to-month,1500,wire,owner
12551,Affordable Room,Near subway and shopping.,1007,1,3,house,796 Main St,Toronto,43.735943,-79.583178,2025-11-23,0,1 year,1000,e-transfer,owner
12552,Downtown Condo,Bright unit close to transit.,2973,0,1,house,600 Main St,Toronto,43.771121,-79.572743,2026-01-27,1,month-to-month,1500,gift card,agent
12553,Spacious Basement Unit,Bright unit close to transit.,2139,3,1,basement,987 Main St,Toronto,43.6984,-79.502297,2025-08-03,1,6 months,0,gift card,owner
12554,Beautiful Apartment for Rent,Near subway and shopping.,2819,1,2,basement,513 Main St,Toronto,43.726548,-79.371213,2026-01-20,0,month-to-month,500,e-transfer,owner
12555,Affordable Room,Bright unit close to transit.,2400,1,1,house,727 Main St,Toronto,43.648135,-79.45202,2026-01-17,0,1 year,1500,gift card,owner
12556,Downtown Condo,Near subway and shopping.,1952,0,3,house,187 Main St,Toronto,43.673722,-79.505009,2025-09-21,0,month-to-month,1500,cash,owner
12557,Affordable Room,Bright unit close to transit.,884,4,1,apartment,139 Main St,Toronto,43.674456,-79.27695,2026-01-18,0,6 months,1000,e-transfer,owner
12558,Beautiful Apartment for Rent,Near subway and shopping.,3486,2,1,apartment,60 Main St,Toronto,43.758152,-79.441028,2025-12-22,0,1 year,0,wire,agent
12559,Affordable Room,Bright unit close to transit.,1698,4,3,basement,705 Main St,Toronto,43.699191,-79.418182,2025-08-14,0,1 year,1000,gift card,agent
12560,Spacious Basement Unit,Ideal for students and professionals.,2763,0,3,house,65 Main St,Toronto,43.65864,-79.374634,2026-01-21,0,1 year,0,cash,owner
