id,label,scam_type,message
7771,scam,unrealistic_price,Cheap rent because I want quick tenant.
7772,scam,deposit_request,Deposit required before any viewing.
7773,scam,gift_card_payment,Send prepaid card numbers.
7774,scam,out_of_country_landlord,I moved overseas but the apartment is available.
7775,scam,wire_transfer,Send money by MoneyGram.
7776,scam,urgency_pressure,First come first serve.
7777,scam,out_of_country_landlord,I moved overseas but the apartment is available.
7778,scam,broken_english,I owner of apartment and want rent fast.
7779,scam,deposit_request,Unit will be held only after deposit is received.
7780,scam,personal_info_harvest,Send copy of ID and SIN.
7781,scam,deposit_request,Send first and last month now to lock it.
7782,scam,no_viewing,"No need to see the place, pictures are enough."
7783,scam,deposit_request,Deposit required before any viewing.
7784,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
7785,scam,fake_company,We represent the landlord.
7786,scam,fake_company,We represent the landlord.
7787,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
7788,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
7789,scam,no_viewing,"No need to see the place, pictures are enough."
7790,scam,no_viewing,"Viewing is not necessary, unit is ready."
7791,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
7792,scam,no_viewing,You can move in without visiting.
7793,scam,urgency_pressure,"Many people interested, act fast."
7794,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
7795,scam,deposit_request,Pay holding fee immediately.
7796,scam,urgency_pressure,Only serious renters reply.
7797,scam,wire_transfer,Send money by MoneyGram.
7798,scam,wire_transfer,Send money by MoneyGram.
7799,scam,unrealistic_price,Cheap rent because I want quick tenant.
7800,scam,gift_card_payment,Amazon gift card accepted.
7801,scam,gift_card_payment,Steam gift card for deposit.
7802,scam,personal_info_harvest,Submit personal info now.
7803,scam,personal_info_harvest,Send copy of ID and SIN.
7804,scam,personal_info_harvest,Send copy of ID and SIN.
7805,scam,wire_transfer,Wire transfer preferred.
7806,scam,gift_card_payment,Payment via gift cards only.
7807,scam,wire_transfer,International transfer accepted.
7808,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
7809,scam,deposit_request,Deposit required before any viewing.
7810,scam,deposit_request,Please send the deposit today to secure the apartment.
7811,scam,fake_company,Corporate leasing office.
7812,scam,deposit_request,Unit will be held only after deposit is received.
7813,scam,personal_info_harvest,Submit personal info now.
7814,scam,wire_transfer,International transfer accepted.
7815,scam,deposit_request,Deposit required before any viewing.
7816,scam,broken_english,Apartment very good and cheap.
7817,scam,personal_info_harvest,Send photo of your driver license.
7818,scam,out_of_country_landlord,I moved overseas but the apartment is available.
7819,scam,deposit_request,Send first and last month now to lock it.
7820,scam,no_viewing,"No need to see the place, pictures are enough."
7821,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
7822,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
7823,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
7824,scam,wire_transfer,Pay by Western Union.
7825,scam,wire_transfer,International transfer accepted.
7826,scam,deposit_request,Unit will be held only after deposit is received.
7827,scam,unrealistic_price,Cheap rent because I want quick tenant.
7828,scam,broken_english,Good chance for you.
7829,scam,unrealistic_price,Below market price for fast deal.
7830,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
7831,scam,broken_english,Apartment very good and cheap.
7832,scam,personal_info_harvest,Submit personal info now.
7833,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
7834,scam,unrealistic_price,Cheap rent because I want quick tenant.
7835,scam,broken_english,Apartment very good and cheap.
7836,scam,gift_card_payment,Amazon gift card accepted.
7837,scam,broken_english,You send money and get key later.
7838,scam,fake_company,Corporate leasing office.
7839,scam,wire_transfer,Wire transfer preferred.
7840,scam,no_viewing,"Viewing is not necessary, unit is ready."
7841,scam,broken_english,Good chance for you.
7842,scam,deposit_request,Pay holding fee immediately.
7843,scam,fake_company,We represent the landlord.
7844,scam,gift_card_payment,Send prepaid card numbers.
7845,scam,personal_info_harvest,Send copy of ID and SIN.
7846,scam,no_viewing,"No need to see the place, pictures are enough."
7847,scam,gift_card_payment,Buy Apple gift cards and send codes.
7848,scam,broken_english,You trust me.
7849,scam,urgency_pressure,First come first serve.
7850,scam,urgency_pressure,This will be gone today.
7851,scam,gift_card_payment,Amazon gift card accepted.
7852,scam,deposit_request,Deposit required before any viewing.
7853,scam,personal_info_harvest,Send photo of your driver license.
7854,scam,unrealistic_price,Very low price if you act today.
7855,scam,urgency_pressure,"Many people interested, act fast."
7856,scam,deposit_request,Pay holding fee immediately.
7857,scam,deposit_request,Send first and last month now to lock it.
7858,scam,deposit_request,Please send the deposit today to secure the apartment.
7859,scam,gift_card_payment,Payment via gift cards only.
7860,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
7861,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
7862,scam,no_viewing,Viewing is not possible at this time.
7863,scam,urgency_pressure,First come first serve.
7864,scam,fake_company,Our company handles everything remotely.
7865,scam,unrealistic_price,Below market price for fast deal.
7866,scam,broken_english,You send money and get key later.
7867,scam,unrealistic_price,Cheap rent because I want quick tenant.
7868,scam,fake_company,Corporate leasing office.
7869,scam,broken_english,I owner of apartment and want rent fast.
7870,scam,wire_transfer,International transfer accepted.
7871,scam,fake_company,We are certified rental agents.
7872,scam,deposit_request,Please send the deposit today to secure the apartment.
7873,scam,personal_info_harvest,Send copy of ID and SIN.
7874,scam,wire_transfer,Crypto payment accepted.
7875,scam,gift_card_payment,Buy Apple gift cards and send codes.
7876,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
7877,scam,urgency_pressure,First come first serve.
7878,scam,fake_company,We represent the landlord.
7879,scam,no_viewing,"Trust the photos, no tour required."
7880,scam,no_viewing,You can move in without visiting.
7881,scam,wire_transfer,Crypto payment accepted.
7882,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
7883,scam,unrealistic_price,Very low price if you act today.
7884,scam,personal_info_harvest,Need your full details before viewing.
7885,scam,unrealistic_price,Below market price for fast deal.
7886,scam,gift_card_payment,Amazon gift card accepted.
7887,scam,urgency_pressure,This will be gone today.
7888,scam,wire_transfer,Crypto payment accepted.
7889,scam,urgency_pressure,First come first serve.
7890,scam,gift_card_payment,Steam gift card for deposit.
7891,scam,urgency_pressure,First come first serve.
7892,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
7893,scam,fake_company,Our company handles everything remotely.
7894,scam,no_viewing,"Viewing is not necessary, unit is ready."
7895,scam,gift_card_payment,Send prepaid card numbers.
7896,scam,fake_company,Corporate leasing office.
7897,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
7898,scam,personal_info_harvest,Send photo of your driver license.
7899,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
7900,scam,no_viewing,"No need to see the place, pictures are enough."
7901,scam,no_viewing,"Trust the photos, no tour required."
7902,scam,gift_card_payment,Buy Apple gift cards and send codes.
7903,scam,wire_transfer,International transfer accepted.
7904,scam,no_viewing,Viewing is not possible at this time.
7905,scam,unrealistic_price,Cheap rent because I want quick tenant.
7906,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
7907,scam,deposit_request,Unit will be held only after deposit is received.
7908,scam,wire_transfer,Send money by MoneyGram.
7909,scam,wire_transfer,Wire transfer preferred.
7910,scam,gift_card_payment,Buy Apple gift cards and send codes.
7911,scam,fake_company,Corporate leasing office.
7912,scam,no_viewing,"Viewing is not necessary, unit is ready."
7913,scam,no_viewing,Viewing is not possible at this time.
7914,scam,unrealistic_price,Cheap rent because I want quick tenant.
7915,scam,gift_card_payment,Payment via gift cards only.
7916,scam,urgency_pressure,Only serious renters reply.
7917,scam,urgency_pressure,Only serious renters reply.
7918,scam,no_viewing,"No need to see the place, pictures are enough."
7919,scam,urgency_pressure,First come first serve.
7920,scam,fake_company,Third-party escrow company involved.
7921,scam,urgency_pressure,This will be gone today.
7922,scam,urgency_pressure,"Many people interested, act fast."
7923,scam,broken_english,I owner of apartment and want rent fast.
7924,scam,broken_english,Good chance for you.
7925,scam,gift_card_payment,Buy Apple gift cards and send codes.
7926,scam,no_viewing,"Trust the photos, no tour required."
7927,scam,out_of_country_landlord,I moved overseas but the apartment is available.
7928,scam,wire_transfer,Pay by Western Union.
7929,scam,gift_card_payment,Send prepaid card numbers.
7930,scam,fake_company,Third-party escrow company involved.
7931,scam,broken_english,You send money and get key later.
7932,scam,personal_info_harvest,Send copy of ID and SIN.
7933,scam,personal_info_harvest,Need your full details before viewing.
7934,scam,fake_company,Third-party escrow company involved.
7935,scam,personal_info_harvest,Send copy of ID and SIN.
7936,scam,wire_transfer,Send money by MoneyGram.
7937,scam,personal_info_harvest,Submit personal info now.
7938,scam,personal_info_harvest,Need your full details before viewing.
7939,scam,deposit_request,Deposit required before any viewing.
7940,scam,deposit_request,Send first and last month now to lock it.
7941,scam,deposit_request,Pay holding fee immediately.
7942,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
7943,scam,fake_company,We are certified rental agents.
7944,scam,fake_company,We represent the landlord.
7945,scam,broken_english,Good chance for you.
7946,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
7947,scam,gift_card_payment,Payment via gift cards only.
7948,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
7949,scam,unrealistic_price,Below market price for fast deal.
7950,scam,fake_company,Corporate leasing office.
7951,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
7952,scam,wire_transfer,Crypto payment accepted.
7953,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
7954,scam,broken_english,I owner of apartment and want rent fast.
7955,scam,broken_english,You trust me.
7956,scam,fake_company,Our company handles everything remotely.
7957,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
7958,scam,urgency_pressure,This will be gone today.
7959,scam,out_of_country_landlord,I moved overseas but the apartment is available.
7960,scam,urgency_pressure,Only serious renters reply.
7961,scam,out_of_country_landlord,I moved overseas but the apartment is available.
7962,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
7963,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
7964,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
7965,scam,deposit_request,Unit will be held only after deposit is received.
7966,scam,broken_english,I owner of apartment and want rent fast.
7967,scam,deposit_request,Unit will be held only after deposit is received.
7968,scam,deposit_request,Deposit required before any viewing.
7969,scam,wire_transfer,Wire transfer preferred.
7970,scam,personal_info_harvest,Provide passport and banking info.
7971,scam,deposit_request,Send first and last month now to lock it.
7972,scam,unrealistic_price,Cheap rent because I want quick tenant.
7973,scam,gift_card_payment,Send prepaid card numbers.
7974,scam,deposit_request,Please send the deposit today to secure the apartment.
7975,scam,unrealistic_price,Below market price for fast deal.
7976,scam,wire_transfer,Crypto payment accepted.
7977,scam,gift_card_payment,Send prepaid card numbers.
7978,scam,wire_transfer,International transfer accepted.
7979,scam,wire_transfer,Pay by Western Union.
7980,scam,personal_info_harvest,Submit personal info now.
7981,scam,wire_transfer,Crypto payment accepted.
7982,scam,gift_card_payment,Send prepaid card numbers.
7983,scam,broken_english,Good chance for you.
7984,scam,gift_card_payment,Payment via gift cards only.
7985,scam,wire_transfer,Send money by MoneyGram.
7986,scam,urgency_pressure,First come first serve.
7987,scam,deposit_request,Pay holding fee immediately.
7988,scam,personal_info_harvest,Need your full details before viewing.
7989,scam,gift_card_payment,Buy Apple gift cards and send codes.
7990,scam,gift_card_payment,Send prepaid card numbers.
7991,scam,wire_transfer,Crypto payment accepted.
7992,scam,fake_company,We represent the landlord.
7993,scam,personal_info_harvest,Provide passport and banking info.
7994,scam,fake_company,Our company handles everything remotely.
7995,scam,deposit_request,Send first and last month now to lock it.
7996,scam,no_viewing,You can move in without visiting.
7997,scam,wire_transfer,Wire transfer preferred.
7998,scam,urgency_pressure,"Many people interested, act fast."
7999,scam,personal_info_harvest,Send copy of ID and SIN.
8000,scam,broken_english,Good chance for you.
8001,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
8002,scam,fake_company,Third-party escrow company involved.
8003,scam,broken_english,Apartment very good and cheap.
8004,scam,fake_company,We are certified rental agents.
8005,scam,wire_transfer,Send money by MoneyGram.
8006,scam,gift_card_payment,Buy Apple gift cards and send codes.
8007,scam,no_viewing,"Viewing is not necessary, unit is ready."
8008,scam,deposit_request,Deposit required before any viewing.
8009,scam,urgency_pressure,Last chance to secure.
8010,scam,personal_info_harvest,Provide passport and banking info.
8011,scam,personal_info_harvest,Send photo of your driver license.
8012,scam,urgency_pressure,Only serious renters reply.
8013,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
8014,scam,no_viewing,"Trust the photos, no tour required."
8015,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8016,scam,personal_info_harvest,Send copy of ID and SIN.
8017,scam,personal_info_harvest,Need your full details before viewing.
8018,scam,deposit_request,Send first and last month now to lock it.
8019,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8020,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
8021,scam,urgency_pressure,First come first serve.
8022,scam,broken_english,I owner of apartment and want rent fast.
8023,scam,wire_transfer,International transfer accepted.
8024,scam,gift_card_payment,Payment via gift cards only.
8025,scam,personal_info_harvest,Submit personal info now.
8026,scam,gift_card_payment,Steam gift card for deposit.
8027,scam,wire_transfer,Wire transfer preferred.
8028,scam,deposit_request,Please send the deposit today to secure the apartment.
8029,scam,personal_info_harvest,Send photo of your driver license.
8030,scam,broken_english,Apartment very good and cheap.
8031,scam,fake_company,We represent the landlord.
8032,scam,broken_english,I owner of apartment and want rent fast.
8033,scam,broken_english,Apartment very good and cheap.
8034,scam,fake_company,We represent the landlord.
8035,scam,wire_transfer,Pay by Western Union.
8036,scam,wire_transfer,Pay by Western Union.
8037,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
8038,scam,fake_company,We represent the landlord.
8039,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
8040,scam,personal_info_harvest,Send photo of your driver license.
8041,scam,broken_english,You send money and get key later.
8042,scam,personal_info_harvest,Send copy of ID and SIN.
8043,scam,fake_company,We are certified rental agents.
8044,scam,unrealistic_price,Cheap rent because I want quick tenant.
8045,scam,broken_english,Good chance for you.
8046,scam,fake_company,Corporate leasing office.
8047,scam,personal_info_harvest,Need your full details before viewing.
8048,scam,deposit_request,Please send the deposit today to secure the apartment.
8049,scam,gift_card_payment,Steam gift card for deposit.
8050,scam,broken_english,Good chance for you.
8051,scam,personal_info_harvest,Send copy of ID and SIN.
8052,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
8053,scam,deposit_request,Deposit required before any viewing.
8054,scam,unrealistic_price,Cheap rent because I want quick tenant.
8055,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8056,scam,deposit_request,Unit will be held only after deposit is received.
8057,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
8058,scam,deposit_request,Send first and last month now to lock it.
8059,scam,unrealistic_price,Below market price for fast deal.
8060,scam,unrealistic_price,Cheap rent because I want quick tenant.
8061,scam,broken_english,You trust me.
8062,scam,deposit_request,Deposit required before any viewing.
8063,scam,no_viewing,Viewing is not possible at this time.
8064,scam,fake_company,We are certified rental agents.
8065,scam,no_viewing,"No need to see the place, pictures are enough."
8066,scam,fake_company,We represent the landlord.
8067,scam,personal_info_harvest,Need your full details before viewing.
8068,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
8069,scam,wire_transfer,Crypto payment accepted.
8070,scam,urgency_pressure,First come first serve.
8071,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8072,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
8073,scam,broken_english,Apartment very good and cheap.
8074,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
8075,scam,fake_company,Third-party escrow company involved.
8076,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
8077,scam,broken_english,You trust me.
8078,scam,gift_card_payment,Buy Apple gift cards and send codes.
8079,scam,gift_card_payment,Payment via gift cards only.
8080,scam,personal_info_harvest,Send photo of your driver license.
8081,scam,fake_company,We are certified rental agents.
8082,scam,gift_card_payment,Buy Apple gift cards and send codes.
8083,scam,deposit_request,Unit will be held only after deposit is received.
8084,scam,unrealistic_price,Very low price if you act today.
8085,scam,unrealistic_price,Below market price for fast deal.
8086,scam,fake_company,Corporate leasing office.
8087,scam,deposit_request,Unit will be held only after deposit is received.
8088,scam,deposit_request,Deposit required before any viewing.
8089,scam,wire_transfer,International transfer accepted.
8090,scam,no_viewing,You can move in without visiting.
8091,scam,gift_card_payment,Payment via gift cards only.
8092,scam,broken_english,Good chance for you.
8093,scam,fake_company,Our company handles everything remotely.
8094,scam,no_viewing,"Viewing is not necessary, unit is ready."
8095,scam,urgency_pressure,Last chance to secure.
8096,scam,urgency_pressure,Last chance to secure.
8097,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8098,scam,gift_card_payment,Send prepaid card numbers.
8099,scam,fake_company,We are certified rental agents.
8100,scam,gift_card_payment,Send prepaid card numbers.
8101,scam,personal_info_harvest,Send photo of your driver license.
8102,scam,unrealistic_price,Cheap rent because I want quick tenant.
8103,scam,gift_card_payment,Steam gift card for deposit.
8104,scam,gift_card_payment,Payment via gift cards only.
8105,scam,gift_card_payment,Steam gift card for deposit.
8106,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
8107,scam,fake_company,Our company handles everything remotely.
8108,scam,gift_card_payment,Steam gift card for deposit.
8109,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
8110,scam,no_viewing,"No need to see the place, pictures are enough."
8111,scam,broken_english,I owner of apartment and want rent fast.
8112,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
8113,scam,personal_info_harvest,Send copy of ID and SIN.
8114,scam,broken_english,I owner of apartment and want rent fast.
8115,scam,no_viewing,You can move in without visiting.
8116,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
8117,scam,fake_company,Corporate leasing office.
8118,scam,broken_english,You trust me.
8119,scam,personal_info_harvest,Submit personal info now.
8120,scam,personal_info_harvest,Need your full details before viewing.
8121,scam,unrealistic_price,Cheap rent because I want quick tenant.
8122,scam,urgency_pressure,Only serious renters reply.
8123,scam,unrealistic_price,Cheap rent because I want quick tenant.
8124,scam,wire_transfer,Pay by Western Union.
8125,scam,gift_card_payment,Send prepaid card numbers.
8126,scam,urgency_pressure,Last chance to secure.
8127,scam,out_of_country_landlord,"Currently traveling, but you can reserve it."
8128,scam,unrealistic_price,Luxury condo downtown for $700/month.
8129,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
8130,scam,gift_card_payment,Steam gift card for deposit.
8131,scam,no_viewing,You can move in without visiting.
8132,scam,personal_info_harvest,Need your full details before viewing.
8133,scam,fake_company,We represent the landlord.
8134,scam,urgency_pressure,This will be gone today.
8135,scam,personal_info_harvest,Send photo of your driver license.
8136,scam,deposit_request,Deposit required before any viewing.
8137,scam,wire_transfer,International transfer accepted.
8138,scam,personal_info_harvest,Submit personal info now.
8139,scam,personal_info_harvest,Need your full details before viewing.
8140,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
8141,scam,urgency_pressure,This will be gone today.
8142,scam,wire_transfer,Wire transfer preferred.
8143,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
8144,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8145,scam,deposit_request,Send first and last month now to lock it.
8146,scam,fake_company,Our company handles everything remotely.
8147,scam,urgency_pressure,First come first serve.
8148,scam,gift_card_payment,Buy Apple gift cards and send codes.
8149,scam,urgency_pressure,Last chance to secure.
8150,scam,personal_info_harvest,Send copy of ID and SIN.
8151,scam,urgency_pressure,First come first serve.
8152,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
8153,scam,urgency_pressure,This will be gone today.
8154,scam,broken_english,Apartment very good and cheap.
8155,scam,urgency_pressure,This will be gone today.
8156,scam,broken_english,Apartment very good and cheap.
8157,scam,deposit_request,Please send the deposit today to secure the apartment.
8158,scam,fake_company,We are certified rental agents.
8159,scam,no_viewing,"No need to see the place, pictures are enough."
8160,scam,no_viewing,"No need to see the place, pictures are enough."
8161,scam,personal_info_harvest,Provide passport and banking info.
8162,scam,fake_company,We are certified rental agents.
8163,scam,wire_transfer,Pay by Western Union.
8164,scam,urgency_pressure,"Many people interested, act fast."
8165,scam,wire_transfer,Crypto payment accepted.
8166,scam,personal_info_harvest,Provide passport and banking info.
8167,scam,no_viewing,"Trust the photos, no tour required."
8168,scam,out_of_country_landlord,"I am working abroad, keys will be mailed."
8169,scam,personal_info_harvest,Submit personal info now.
8170,scam,personal_info_harvest,Need your full details before viewing.
8171,scam,personal_info_harvest,Send photo of your driver license.
8172,scam,deposit_request,Deposit required before any viewing.
8173,scam,fake_company,Our company handles everything remotely.
8174,scam,gift_card_payment,Steam gift card for deposit.
8175,scam,broken_english,You send money and get key later.
8176,scam,personal_info_harvest,Submit personal info now.
8177,scam,unrealistic_price,Luxury condo downtown for $700/month.
8178,scam,no_viewing,"Viewing is not necessary, unit is ready."
8179,scam,personal_info_harvest,Need your full details before viewing.
8180,scam,urgency_pressure,Last chance to secure.
8181,scam,unrealistic_price,Very low price if you act today.
8182,scam,gift_card_payment,Payment via gift cards only.
8183,scam,fake_company,Corporate leasing office.
8184,scam,unrealistic_price,Luxury condo downtown for $700/month.
8185,scam,no_viewing,You can move in without visiting.
8186,scam,deposit_request,Unit will be held only after deposit is received.
8187,scam,deposit_request,Send first and last month now to lock it.
8188,scam,wire_transfer,Crypto payment accepted.
8189,scam,personal_info_harvest,Need your full details before viewing.
8190,scam,deposit_request,Send first and last month now to lock it.
8191,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
8192,scam,no_viewing,You can move in without visiting.
8193,scam,urgency_pressure,This will be gone today.
8194,scam,urgency_pressure,Last chance to secure.
8195,scam,personal_info_harvest,Send copy of ID and SIN.
8196,scam,broken_english,I owner of apartment and want rent fast.
8197,scam,unrealistic_price,Very low price if you act today.
8198,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8199,scam,unrealistic_price,Very low price if you act today.
8200,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
8201,scam,unrealistic_price,Below market price for fast deal.
8202,scam,no_viewing,You can move in without visiting.
8203,scam,urgency_pressure,"Many people interested, act fast."
8204,scam,no_viewing,Viewing is not possible at this time.
8205,scam,wire_transfer,Crypto payment accepted.
8206,scam,out_of_country_landlord,"Out of town right now, send payment to proceed."
8207,scam,personal_info_harvest,Send photo of your driver license.
8208,scam,gift_card_payment,Buy Apple gift cards and send codes.
8209,scam,wire_transfer,International transfer accepted.
8210,scam,broken_english,You trust me.
8211,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8212,scam,no_viewing,"Trust the photos, no tour required."
8213,scam,personal_info_harvest,Send photo of your driver license.
8214,scam,fake_company,Corporate leasing office.
8215,scam,personal_info_harvest,Provide passport and banking info.
8216,scam,personal_info_harvest,Send copy of ID and SIN.
8217,scam,broken_english,You trust me.
8218,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
8219,scam,fake_company,Corporate leasing office.
8220,scam,personal_info_harvest,Submit personal info now.
8221,scam,no_viewing,"Trust the photos, no tour required."
8222,scam,deposit_request,Deposit required before any viewing.
8223,scam,deposit_request,Unit will be held only after deposit is received.
8224,scam,wire_transfer,Wire transfer preferred.
8225,scam,no_viewing,Viewing is not possible at this time.
8226,scam,urgency_pressure,Last chance to secure.
8227,scam,deposit_request,Send first and last month now to lock it.
8228,scam,deposit_request,Please send the deposit today to secure the apartment.
8229,scam,urgency_pressure,"Many people interested, act fast."
8230,scam,personal_info_harvest,Provide passport and banking info.
8231,scam,broken_english,Good chance for you.
8232,scam,gift_card_payment,Payment via gift cards only.
8233,scam,urgency_pressure,This will be gone today.
8234,scam,deposit_request,Deposit required before any viewing.
8235,scam,no_viewing,"Viewing is not necessary, unit is ready."
8236,scam,unrealistic_price,Below market price for fast deal.
8237,scam,gift_card_payment,Steam gift card for deposit.
8238,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
8239,scam,personal_info_harvest,Send photo of your driver license.
8240,scam,deposit_request,Unit will be held only after deposit is received.
8241,scam,urgency_pressure,Only serious renters reply.
8242,scam,unrealistic_price,Luxury condo downtown for $700/month.
8243,scam,broken_english,I owner of apartment and want rent fast.
8244,scam,urgency_pressure,First come first serve.
8245,scam,no_viewing,"No need to see the place, pictures are enough."
8246,scam,unrealistic_price,Luxury condo downtown for $700/month.
8247,scam,fake_company,We represent the landlord.
8248,scam,deposit_request,Send first and last month now to lock it.
8249,scam,no_viewing,"Trust the photos, no tour required."
8250,scam,personal_info_harvest,Submit personal info now.
8251,scam,broken_english,I owner of apartment and want rent fast.
8252,scam,wire_transfer,Send money by MoneyGram.
8253,scam,unrealistic_price,Cheap rent because I want quick tenant.
8254,scam,broken_english,You send money and get key later.
8255,scam,unrealistic_price,Luxury condo downtown for $700/month.
8256,scam,urgency_pressure,This will be gone today.
8257,scam,unrealistic_price,2 bedroom condo only $800 all inclusive.
8258,scam,urgency_pressure,Only serious renters reply.
8259,scam,deposit_request,Send first and last month now to lock it.
8260,scam,fake_company,Third-party escrow company involved.
8261,scam,no_viewing,"Viewing is not necessary, unit is ready."
8262,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8263,scam,urgency_pressure,"Many people interested, act fast."
8264,scam,broken_english,You send money and get key later.
8265,scam,gift_card_payment,Payment via gift cards only.
8266,scam,unrealistic_price,Cheap rent because I want quick tenant.
8267,scam,no_viewing,"Viewing is not necessary, unit is ready."
8268,scam,unrealistic_price,Cheap rent because I want quick tenant.
8269,scam,wire_transfer,Send money by MoneyGram.
8270,scam,gift_card_payment,Steam gift card for deposit.
8271,scam,no_viewing,You can move in without visiting.
8272,scam,deposit_request,Pay holding fee immediately.
8273,scam,deposit_request,Please send the deposit today to secure the apartment.
8274,scam,fake_company,Third-party escrow company involved.
8275,scam,deposit_request,Please send the deposit today to secure the apartment.
8276,scam,deposit_request,Unit will be held only after deposit is received.
8277,scam,gift_card_payment,Send prepaid card numbers.
8278,scam,wire_transfer,International transfer accepted.
8279,scam,unrealistic_price,Very low price if you act today.
8280,scam,gift_card_payment,Amazon gift card accepted.
8281,scam,wire_transfer,Crypto payment accepted.
8282,scam,wire_transfer,Pay by Western Union.
8283,scam,wire_transfer,Pay by Western Union.
8284,scam,fake_company,Third-party escrow company involved.
8285,scam,gift_card_payment,Send prepaid card numbers.
8286,scam,gift_card_payment,Buy Apple gift cards and send codes.
8287,scam,gift_card_payment,Buy Apple gift cards and send codes.
8288,scam,no_viewing,"Trust the photos, no tour required."
8289,scam,unrealistic_price,Below market price for fast deal.
8290,scam,unrealistic_price,Below market price for fast deal.
8291,scam,wire_transfer,Wire transfer preferred.
8292,scam,wire_transfer,Pay by Western Union.
8293,scam,wire_transfer,Send money by MoneyGram.
8294,scam,unrealistic_price,Below market price for fast deal.
8295,scam,wire_transfer,International transfer accepted.
8296,scam,personal_info_harvest,Send copy of ID and SIN.
8297,scam,broken_english,Apartment very good and cheap.
8298,scam,wire_transfer,International transfer accepted.
8299,scam,wire_transfer,Crypto payment accepted.
8300,scam,no_viewing,"Viewing is not necessary, unit is ready."
8301,scam,deposit_request,Deposit required before any viewing.
8302,scam,urgency_pressure,Only serious renters reply.
8303,scam,out_of_country_landlord,I moved overseas but the apartment is available.
8304,scam,gift_card_payment,Payment via gift cards only.
8305,scam,broken_english,Good chance for you.
8306,scam,no_viewing,Viewing is not possible at this time.
8307,scam,urgency_pressure,This will be gone today.
8308,scam,out_of_country_landlord,"I am currently outside Canada, so I cannot show the unit."
8309,scam,wire_transfer,Pay by Western Union.
8310,scam,wire_transfer,Crypto payment accepted.
8311,scam,unrealistic_price,Very low price if you act today.
8312,scam,no_viewing,You can move in without visiting.
